seqid	bp	p_val	calibrated.pvalue	p.bonf	start	end	strand	gene_id	description	dist_to_start	dist_to_end	in_gene	in_window	position	distance
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18453812	18454168	-	Sdiv_ptg000002l_0501-R	Protein of unknown function	28551	28195	FALSE	TRUE	downstream	28195
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18511205	18514461	+	Sdiv_ptg000002l_0484-R	Similar to WNK5: Probable serine/threonine-protein kinase WNK5 (Arabidopsis thaliana)	-28842	-32098	FALSE	TRUE	upstream	28842
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18449196	18452490	+	Sdiv_ptg000002l_0502-R	Similar to PAT10: Protein S-acyltransferase 10 (Arabidopsis thaliana)	33167	29873	FALSE	TRUE	downstream	29873
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18446041	18446491	-	Sdiv_ptg000002l_0503-R	Similar to IQD20: Protein IQ-DOMAIN 20 (Arabidopsis thaliana)	36322	35872	FALSE	TRUE	downstream	35872
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18520597	18521131	+	Sdiv_ptg000002l_0483-R	Protein of unknown function	-38234	-38768	FALSE	TRUE	upstream	38234
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18520777	18524176	+	Sdiv_ptg000002l_0482-R	Protein of unknown function	-38414	-41813	FALSE	TRUE	upstream	38414
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18441113	18443929	+	Sdiv_ptg000002l_0504-R	Similar to PP2C46: Probable protein phosphatase 2C 46 (Arabidopsis thaliana)	41250	38434	FALSE	TRUE	downstream	38434
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18526430	18527495	-	Sdiv_ptg000002l_0481-R	Similar to Macrophage migration inhibitory factor homolog (Trichuris trichiura)	-44067	-45132	FALSE	TRUE	upstream	44067
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18435327	18435752	+	Sdiv_ptg000002l_0505-R	Protein of unknown function	47036	46611	FALSE	TRUE	downstream	46611
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18434064	18435626	-	Sdiv_ptg000002l_0506-R	Similar to At3g51320: Pentatricopeptide repeat-containing protein At3g51320 (Arabidopsis thaliana)	48299	46737	FALSE	TRUE	downstream	46737
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18428567	18433590	-	Sdiv_ptg000002l_0507-R	Similar to VPS35C: Vacuolar protein sorting-associated protein 35C (Arabidopsis thaliana)	53796	48773	FALSE	TRUE	downstream	48773
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18531597	18534176	+	Sdiv_ptg000002l_0480-R	Similar to PATL6: Patellin-6 (Arabidopsis thaliana)	-49234	-51813	FALSE	TRUE	upstream	49234
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18426996	18428537	+	Sdiv_ptg000002l_0508-R	Similar to ARAC11: Rac-like GTP-binding protein ARAC11 (Arabidopsis thaliana)	55367	53826	FALSE	TRUE	downstream	53826
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18537403	18538469	-	Sdiv_ptg000002l_0479-R	Similar to SDR2a: Short-chain dehydrogenase reductase 2a (Arabidopsis thaliana)	-55040	-56106	FALSE	TRUE	upstream	55040
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18425024	18425970	-	Sdiv_ptg000002l_0509-R	Similar to LIMYB: L10-interacting MYB domain-containing protein (Arabidopsis thaliana)	57339	56393	FALSE	TRUE	downstream	56393
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18422428	18424902	+	Sdiv_ptg000002l_0510-R	Similar to APSR1: Protein ALTERED PHOSPHATE STARVATION RESPONSE 1 (Arabidopsis thaliana)	59935	57461	FALSE	TRUE	downstream	57461
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18541924	18543408	+	Sdiv_ptg000002l_0478-R	Similar to At5g24080: G-type lectin S-receptor-like serine/threonine-protein kinase At5g24080 (Arabidopsis thaliana)	-59561	-61045	FALSE	TRUE	upstream	59561
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18415531	18421083	+	Sdiv_ptg000002l_0511-R	Similar to At3g51280: Protein POLLENLESS 3-LIKE 2 (Arabidopsis thaliana)	66832	61280	FALSE	TRUE	downstream	61280
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18544615	18548465	+	Sdiv_ptg000002l_0477-R	Similar to At3g51720: WEB family protein At3g51720 (Arabidopsis thaliana)	-62252	-66102	FALSE	TRUE	upstream	62252
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18548917	18549383	+	Sdiv_ptg000002l_0476-R	Protein of unknown function	-66554	-67020	FALSE	TRUE	upstream	66554
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18549387	18551983	+	Sdiv_ptg000002l_0475-R	Similar to IMK2: Probably inactive leucine-rich repeat receptor-like protein kinase IMK2 (Arabidopsis thaliana)	-67024	-69620	FALSE	TRUE	upstream	67024
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18409190	18414083	+	Sdiv_ptg000002l_0512-R	Similar to At3g51250: Senescence/dehydration-associated protein At3g51250 (Arabidopsis thaliana)	73173	68280	FALSE	TRUE	downstream	68280
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18552600	18553453	-	Sdiv_ptg000002l_0474-R	Protein of unknown function	-70237	-71090	FALSE	TRUE	upstream	70237
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18553960	18558141	-	Sdiv_ptg000002l_0473-R	Similar to ETO1: Ethylene-overproduction protein 1 (Arabidopsis thaliana)	-71597	-75778	FALSE	TRUE	upstream	71597
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18402194	18403130	-	Sdiv_ptg000002l_0513-R	Protein of unknown function	80169	79233	FALSE	TRUE	downstream	79233
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18561636	18563506	-	Sdiv_ptg000002l_0472-R	Similar to BAG4: BAG family molecular chaperone regulator 4 (Arabidopsis thaliana)	-79273	-81143	FALSE	TRUE	upstream	79273
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18400865	18401581	-	Sdiv_ptg000002l_0514-R	Similar to At3g51220: WEB family protein At3g51220 (Arabidopsis thaliana)	81498	80782	FALSE	TRUE	downstream	80782
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18565178	18566104	-	Sdiv_ptg000002l_0471-R	Similar to CCME: Cytochrome c-type biogenesis protein CcmE homolog%2C mitochondrial (Arabidopsis thaliana)	-82815	-83741	FALSE	TRUE	upstream	82815
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18566317	18569295	-	Sdiv_ptg000002l_0470-R	Similar to EBP1: ERBB-3 BINDING PROTEIN 1 (Arabidopsis thaliana)	-83954	-86932	FALSE	TRUE	upstream	83954
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18393697	18396011	+	Sdiv_ptg000002l_0515-R	Similar to At3g51180: Zinc finger CCCH domain-containing protein 45 (Arabidopsis thaliana)	88666	86352	FALSE	TRUE	downstream	86352
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18569567	18570221	+	Sdiv_ptg000002l_0469-R	Similar to EM1: Em-like protein GEA1 (Arabidopsis thaliana)	-87204	-87858	FALSE	TRUE	upstream	87204
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18391022	18392122	-	Sdiv_ptg000002l_0516-R	Similar to MUR1: GDP-mannose 4%2C6 dehydratase 2 (Arabidopsis thaliana)	91341	90241	FALSE	TRUE	downstream	90241
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18573177	18578119	+	Sdiv_ptg000002l_0468-R	Similar to SAC8: Phosphoinositide phosphatase SAC8 (Arabidopsis thaliana)	-90814	-95756	FALSE	TRUE	upstream	90814
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18385746	18390570	+	Sdiv_ptg000002l_0517-R	Similar to KIN7G: Kinesin-like protein KIN-7G (Arabidopsis thaliana)	96617	91793	FALSE	TRUE	downstream	91793
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18386955	18390230	-	Sdiv_ptg000002l_0518-R	Protein of unknown function	95408	92133	FALSE	TRUE	downstream	92133
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18578450	18581842	-	Sdiv_ptg000002l_0467-R	Similar to ACX4: Acyl-coenzyme A oxidase 4%2C peroxisomal (Arabidopsis thaliana)	-96087	-99479	FALSE	TRUE	upstream	96087
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18377024	18382472	+	Sdiv_ptg000002l_0519-R	Similar to At3g51130: PHAF1 protein At3g51130 (Arabidopsis thaliana)	105339	99891	FALSE	TRUE	downstream	99891
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16051338	16053370	-	Sdiv_ptg000015l_1286-R	Protein of unknown function	2374	342	FALSE	TRUE	downstream	342
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16048816	16051315	-	Sdiv_ptg000015l_1285-R	Similar to GRIK1: Serine/threonine-protein kinase GRIK1 (Arabidopsis thaliana)	4896	2397	FALSE	TRUE	downstream	2397
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16038078	16045310	+	Sdiv_ptg000015l_1283-R	Protein of unknown function	15634	8402	FALSE	TRUE	downstream	8402
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16039340	16044713	-	Sdiv_ptg000015l_1284-R	Protein of unknown function	14372	8999	FALSE	TRUE	downstream	8999
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16078249	16080059	-	Sdiv_ptg000015l_1287-R	Similar to BIB: Zinc finger protein BALDIBIS (Arabidopsis thaliana)	-24537	-26347	FALSE	TRUE	upstream	24537
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16085138	16085714	-	Sdiv_ptg000015l_1288-R	Similar to SYP72: Syntaxin-72 (Arabidopsis thaliana)	-31426	-32002	FALSE	TRUE	upstream	31426
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16015200	16019781	-	Sdiv_ptg000015l_1282-R	Similar to REV: Homeobox-leucine zipper protein REVOLUTA (Arabidopsis thaliana)	38512	33931	FALSE	TRUE	downstream	33931
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16093366	16103188	-	Sdiv_ptg000015l_1289-R	Similar to SIZ1: E3 SUMO-protein ligase SIZ1 (Arabidopsis thaliana)	-39654	-49476	FALSE	TRUE	upstream	39654
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16005941	16012908	-	Sdiv_ptg000015l_1281-R	Similar to PPP6R3: Serine/threonine-protein phosphatase 6 regulatory subunit 3 (Gallus gallus)	47771	40804	FALSE	TRUE	downstream	40804
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	15988447	15991707	+	Sdiv_ptg000015l_1280-R	Similar to At3g47570: Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (Arabidopsis thaliana)	65265	62005	FALSE	TRUE	downstream	62005
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16117126	16117464	-	Sdiv_ptg000015l_1290-R	Protein of unknown function	-63414	-63752	FALSE	TRUE	upstream	63414
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16121095	16123363	+	Sdiv_ptg000015l_1291-R	Similar to ARAD2: Probable arabinosyltransferase ARAD2 (Arabidopsis thaliana)	-67383	-69651	FALSE	TRUE	upstream	67383
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16125891	16130302	-	Sdiv_ptg000015l_1292-R	Similar to At3g47570: Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (Arabidopsis thaliana)	-72179	-76590	FALSE	TRUE	upstream	72179
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	16138722	16140911	-	Sdiv_ptg000015l_1293-R	Similar to TET3: Tetraspanin-3 (Arabidopsis thaliana)	-85010	-87199	FALSE	TRUE	upstream	85010
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	15964280	15968256	-	Sdiv_ptg000015l_1279-R	Similar to At3g45090: P-loop NTPase domain-containing protein LPA1 homolog 2 (Arabidopsis thaliana)	89432	85456	FALSE	TRUE	downstream	85456
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	15961240	15962736	-	Sdiv_ptg000015l_1278-R	Similar to ARL2: ADP-ribosylation factor-like protein 2 (Arabidopsis thaliana)	92472	90976	FALSE	TRUE	downstream	90976
Chr12	16053712	6.02258349914187e-6	8.231378540736962e-16	0.5803301233938114	15959098	15959463	-	Sdiv_ptg000015l_1277-R	Similar to RPL6: 60S ribosomal protein L6%2C mitochondrial (Marchantia polymorpha)	94614	94249	FALSE	TRUE	downstream	94249
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4026414	4028605	-	Sdiv_ptg000008l_1246-R	Similar to TBL34: Protein trichome birefringence-like 34 (Arabidopsis thaliana)	1119	-1072	TRUE	TRUE	in_gene	0
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4033286	4033909	-	Sdiv_ptg000008l_1245-R	Similar to PYL4: Abscisic acid receptor PYL4 (Arabidopsis thaliana)	-5753	-6376	FALSE	TRUE	upstream	5753
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4035096	4037143	+	Sdiv_ptg000008l_1244-R	Similar to At5g01610: Uncharacterized protein At5g01610 (Arabidopsis thaliana)	-7563	-9610	FALSE	TRUE	upstream	7563
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4038331	4040679	-	Sdiv_ptg000008l_1243-R	Similar to RPS4A: 40S ribosomal protein S4-1 (Arabidopsis thaliana)	-10798	-13146	FALSE	TRUE	upstream	10798
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4040977	4045195	-	Sdiv_ptg000008l_1242-R	Similar to ETO1: Ethylene-overproduction protein 1 (Arabidopsis thaliana)	-13444	-17662	FALSE	TRUE	upstream	13444
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4013763	4014082	-	Sdiv_ptg000008l_1247-R	Similar to DTX44: Protein DETOXIFICATION 44%2C chloroplastic (Arabidopsis thaliana)	13770	13451	FALSE	TRUE	downstream	13451
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4012047	4012709	+	Sdiv_ptg000008l_1248-R	Similar to PRA1B4: PRA1 family protein B4 (Arabidopsis thaliana)	15486	14824	FALSE	TRUE	downstream	14824
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4005798	4008055	-	Sdiv_ptg000008l_1249-R	Similar to PRXC3: Peroxidase C3 (Armoracia rusticana)	21735	19478	FALSE	TRUE	downstream	19478
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4000540	4003315	-	Sdiv_ptg000008l_1250-R	Similar to AGT3: Alanine--glyoxylate aminotransferase 2 homolog 2%2C mitochondrial (Arabidopsis thaliana)	26993	24218	FALSE	TRUE	downstream	24218
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4051776	4053316	+	Sdiv_ptg000008l_1241-R	Similar to At1g14600: Putative Myb family transcription factor At1g14600 (Arabidopsis thaliana)	-24243	-25783	FALSE	TRUE	upstream	24243
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3996795	4000057	+	Sdiv_ptg000008l_1251-R	Similar to TOL6: TOM1-like protein 6 (Arabidopsis thaliana)	30738	27476	FALSE	TRUE	downstream	27476
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4056619	4062292	+	Sdiv_ptg000008l_1240-R	Similar to AMPD: AMP deaminase (Arabidopsis thaliana)	-29086	-34759	FALSE	TRUE	upstream	29086
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3991925	3995323	+	Sdiv_ptg000008l_1252-R	Protein of unknown function	35608	32210	FALSE	TRUE	downstream	32210
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4062800	4064433	+	Sdiv_ptg000008l_1239-R	Similar to GRXS16: Bifunctional monothiol glutaredoxin-S16%2C chloroplastic (Arabidopsis thaliana)	-35267	-36900	FALSE	TRUE	upstream	35267
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3984537	3990279	-	Sdiv_ptg000008l_1253-R	Similar to SCAR2: Protein SCAR2 (Arabidopsis thaliana)	42996	37254	FALSE	TRUE	downstream	37254
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4065453	4066808	-	Sdiv_ptg000008l_1238-R	Similar to GT-3B: Trihelix transcription factor GT-3b (Arabidopsis thaliana)	-37920	-39275	FALSE	TRUE	upstream	37920
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3982741	3983862	-	Sdiv_ptg000008l_1254-R	Protein of unknown function	44792	43671	FALSE	TRUE	downstream	43671
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4072014	4074548	+	Sdiv_ptg000008l_1237-R	Similar to JOX4: Jasmonate-induced oxygenase 4 (Arabidopsis thaliana)	-44481	-47015	FALSE	TRUE	upstream	44481
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3979216	3981658	-	Sdiv_ptg000008l_1255-R	Similar to IREG1: Solute carrier family 40 member 1 (Arabidopsis thaliana)	48317	45875	FALSE	TRUE	downstream	45875
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4075531	4079261	-	Sdiv_ptg000008l_1236-R	Similar to CAX1: Vacuolar cation/proton exchanger 1 (Arabidopsis thaliana)	-47998	-51728	FALSE	TRUE	upstream	47998
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3974399	3977143	-	Sdiv_ptg000008l_1256-R	Similar to WRKY33: Probable WRKY transcription factor 33 (Arabidopsis thaliana)	53134	50390	FALSE	TRUE	downstream	50390
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3973649	3975009	+	Sdiv_ptg000008l_1257-R	Similar to ARALYDRAFT_321547: CASP-like protein 4B1 (Arabidopsis lyrata subsp. lyrata)	53884	52524	FALSE	TRUE	downstream	52524
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3968403	3972101	-	Sdiv_ptg000008l_1258-R	Protein of unknown function	59130	55432	FALSE	TRUE	downstream	55432
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4084930	4088034	+	Sdiv_ptg000008l_1235-R	Similar to APD1: E3 ubiquitin-protein ligase APD1 (Arabidopsis thaliana)	-57397	-60501	FALSE	TRUE	upstream	57397
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3961002	3962783	+	Sdiv_ptg000008l_1259-R	Protein of unknown function	66531	64750	FALSE	TRUE	downstream	64750
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4092474	4094388	+	Sdiv_ptg000008l_1234-R	Protein of unknown function	-64941	-66855	FALSE	TRUE	upstream	64941
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4095296	4096511	-	Sdiv_ptg000008l_1233-R	Protein of unknown function	-67763	-68978	FALSE	TRUE	upstream	67763
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4097317	4097815	-	Sdiv_ptg000008l_1232-R	Protein of unknown function	-69784	-70282	FALSE	TRUE	upstream	69784
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4099011	4099616	-	Sdiv_ptg000008l_1231-R	Similar to RPS31: 30S ribosomal protein S31%2C chloroplastic (Arabidopsis thaliana)	-71478	-72083	FALSE	TRUE	upstream	71478
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4099718	4102312	+	Sdiv_ptg000008l_1230-R	Similar to MAK3: N-alpha-acetyltransferase MAK3 (Arabidopsis thaliana)	-72185	-74779	FALSE	TRUE	upstream	72185
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4102956	4107353	-	Sdiv_ptg000008l_1228-R	Similar to AUX1: Auxin transporter protein 1 (Arabidopsis thaliana)	-75423	-79820	FALSE	TRUE	upstream	75423
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3949634	3950640	-	Sdiv_ptg000008l_1260-R	Similar to LTP1: Non-specific lipid-transfer protein 1 (Brassica napus)	77899	76893	FALSE	TRUE	downstream	76893
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	4106659	4107175	+	Sdiv_ptg000008l_1229-R	Protein of unknown function	-79126	-79642	FALSE	TRUE	upstream	79126
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3940251	3942833	-	Sdiv_ptg000008l_1261-R	Similar to FAX3: Protein FATTY ACID EXPORT 3%2C chloroplastic (Arabidopsis thaliana)	87282	84700	FALSE	TRUE	downstream	84700
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3932137	3936144	+	Sdiv_ptg000008l_1262-R	Protein of unknown function	95396	91389	FALSE	TRUE	downstream	91389
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3934454	3936062	-	Sdiv_ptg000008l_1263-R	Similar to TFIIS: Transcription elongation factor TFIIS (Arabidopsis thaliana)	93079	91471	FALSE	TRUE	downstream	91471
Chr14	4027533	1.4304254995191725e-6	3.870877577247352e-21	0.13783437070816795	3927920	3931944	-	Sdiv_ptg000008l_1264-R	Protein of unknown function	99613	95589	FALSE	TRUE	downstream	95589
Chr2	17207072	3.3184634590103674e-06	7.73202547703949e-18	0.31976382044678	17214336	17217380	+	Sdiv_ptg000009l_1901-R	Similar to KOR: Endoglucanase 25 (Arabidopsis thaliana)	-7264	-10308	FALSE	TRUE	upstream	7264
Chr2	17207072	3.3184634590103674e-06	7.73202547703949e-18	0.31976382044678	17234507	17238914	+	Sdiv_ptg000009l_1902-R	Similar to HPCA1: Leucine-rich repeat receptor protein kinase HPCA1 (Arabidopsis thaliana)	-27435	-31842	FALSE	TRUE	upstream	27435
Chr2	17207072	3.3184634590103674e-06	7.73202547703949e-18	0.31976382044678	17132329	17135906	+	Sdiv_ptg000009l_1900-R	Similar to FRO7: Ferric reduction oxidase 7%2C chloroplastic (Arabidopsis thaliana)	74743	71166	FALSE	TRUE	downstream	71166
Chr2	17207072	3.3184634590103674e-06	7.73202547703949e-18	0.31976382044678	17301354	17307154	-	Sdiv_ptg000009l_1903-R	Similar to HPCA1: Leucine-rich repeat receptor protein kinase HPCA1 (Arabidopsis thaliana)	-94282	-100082	FALSE	TRUE	upstream	94282
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21051131	21054555	-	Sdiv_ptg000009l_2157-R	Similar to CNGC1: Cyclic nucleotide-gated ion channel 1 (Arabidopsis thaliana)	1621	-1803	TRUE	TRUE	in_gene	0
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21047804	21051893	+	Sdiv_ptg000009l_2156-R	Similar to SPMS: Spermine synthase (Arabidopsis thaliana)	4948	859	FALSE	TRUE	downstream	859
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21059218	21062526	+	Sdiv_ptg000009l_2158-R	Similar to At5g53140: Probable protein phosphatase 2C 76 (Arabidopsis thaliana)	-6466	-9774	FALSE	TRUE	upstream	6466
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21043182	21044713	+	Sdiv_ptg000009l_2155-R	Similar to FEY: Dehydrogenase/reductase SDR family member FEY (Arabidopsis thaliana)	9570	8039	FALSE	TRUE	downstream	8039
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21066020	21068215	+	Sdiv_ptg000009l_2159-R	Similar to dnajb14: DnaJ homolog subfamily B member 14 (Xenopus laevis)	-13268	-15463	FALSE	TRUE	upstream	13268
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21036694	21039402	+	Sdiv_ptg000009l_2154-R	Similar to FEY: Dehydrogenase/reductase SDR family member FEY (Arabidopsis thaliana)	16058	13350	FALSE	TRUE	downstream	13350
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21033896	21035366	+	Sdiv_ptg000009l_2153-R	Similar to At4g38940: F-box/kelch-repeat protein At4g38940 (Arabidopsis thaliana)	18856	17386	FALSE	TRUE	downstream	17386
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21072349	21073834	+	Sdiv_ptg000009l_2160-R	Similar to PYL8: Abscisic acid receptor PYL8 (Arabidopsis thaliana)	-19597	-21082	FALSE	TRUE	upstream	19597
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21075193	21084460	-	Sdiv_ptg000009l_2161-R	Similar to FTSH11: ATP-dependent zinc metalloprotease FTSH 11%2C chloroplastic/mitochondrial (Arabidopsis thaliana)	-22441	-31708	FALSE	TRUE	upstream	22441
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21022820	21027551	+	Sdiv_ptg000009l_2152-R	Similar to NPHP3: Nephrocystin-3 (Homo sapiens)	29932	25201	FALSE	TRUE	downstream	25201
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21017684	21021469	+	Sdiv_ptg000009l_2151-R	Similar to RCF3: RNA-binding KH domain-containing protein RCF3 (Arabidopsis thaliana)	35068	31283	FALSE	TRUE	downstream	31283
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21085219	21086484	-	Sdiv_ptg000009l_2162-R	Similar to SWEET3: Bidirectional sugar transporter SWEET3 (Arabidopsis thaliana)	-32467	-33732	FALSE	TRUE	upstream	32467
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21009616	21013261	-	Sdiv_ptg000009l_2150-R	Similar to rutD: Putative carbamate hydrolase RutD (Methylorubrum extorquens (strain DSM 6343 / CIP 106787 / DM4))	43136	39491	FALSE	TRUE	downstream	39491
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21007942	21009244	-	Sdiv_ptg000009l_2149-R	Similar to LAGE3: EKC/KEOPS complex subunit LAGE3 (Homo sapiens)	44810	43508	FALSE	TRUE	downstream	43508
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21096340	21097813	+	Sdiv_ptg000009l_2163-R	Similar to TRY: Transcription factor TRY (Arabidopsis thaliana)	-43588	-45061	FALSE	TRUE	upstream	43588
Chr2	21052752	2.646265820995996e-6	1.1318020335494115e-18	0.2549915282453532	21006615	21007589	-	Sdiv_ptg000009l_2148-R	Similar to RKD4: Protein RKD4 (Arabidopsis thaliana)	46137	45163	FALSE	TRUE	downstream	45163
